USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END,station_id,latitude,longitude,elevation_m,coordinate_valid,station_name,legacy_24_station,geographic_block,station_role,inventory_reports_2020,file_listed_2020,inventory_reports_2021,file_listed_2021,inventory_reports_2022,file_listed_2022,inventory_reports_2023,file_listed_2023
428030,99999,MIDNAPORE,IN,,,+22.417,+087.317,+0045.0,19730101,20250824,42803099999,22.417,87.317,45.0,True,MIDNAPORE,False,11:43,development,698,True,663,True,709,True,703,True
428050,99999,ULUBERIA,IN,,,+22.500,+087.950,+0005.0,19810506,20250824,42805099999,22.5,87.95,5.0,True,ULUBERIA,False,11:43,development,10,True,12,True,706,True,701,True
428070,99999,BEHALA,IN,,VEBA,+22.505,+088.293,+0002.4,19440331,20250824,42807099999,22.505,88.293,2.4,True,BEHALA,False,11:44,spatial_holdout,2902,True,2860,True,2881,True,2858,True
428081,99999,CALCUTTA/BARRACKS,IN,,,+22.767,+088.367,+0007.0,19440331,19460531,42808199999,22.767,88.367,7.0,True,CALCUTTA/BARRACKS,False,11:44,spatial_holdout,0,False,0,False,0,False,0,False
428090,99999,NETAJI SUBHASH CHANDRA BOSE INTL,IN,,VECC,+22.655,+088.447,+0004.9,19430831,20250824,42809099999,22.655,88.447,4.9,True,NETAJI SUBHASH CHANDRA BOSE INTL,False,11:44,spatial_holdout,17784,True,17920,True,20406,True,20287,True
428100,99999,BASIRHAT,IN,,,+22.650,+088.867,+0004.0,20151207,20190408,42810099999,22.65,88.867,4.0,True,BASIRHAT,False,11:44,spatial_holdout,0,False,0,False,0,False,0,False
428110,99999,DIAMOND HARBOUR,IN,,,+22.183,+088.200,+0007.0,20011015,20250824,42811099999,22.183,88.2,7.0,True,DIAMOND HARBOUR,False,11:44,spatial_holdout,2840,True,2878,True,2889,True,2857,True
428120,99999,CANNING,IN,,,+22.250,+088.667,+0004.0,20090205,20250824,42812099999,22.25,88.667,4.0,True,CANNING,False,11:44,spatial_holdout,1454,True,1436,True,1458,True,1438,True
428300,99999,PORBANDAR,IN,,,+21.650,+069.667,+0005.0,19730101,20250824,42830099999,21.65,69.667,5.0,True,PORBANDAR,False,10:34,development,2908,True,2870,True,2900,True,2852,True
428320,99999,KESHOD,IN,,,+21.317,+070.317,+0050.0,20010916,20250824,42832099999,21.317,70.317,50.0,True,KESHOD,False,10:35,development,721,True,713,True,721,True,710,True
428340,99999,AMRELI,IN,,,+21.600,+071.217,+0115.0,19740517,20250824,42834099999,21.6,71.217,115.0,True,AMRELI,False,10:35,development,667,True,564,True,552,True,500,True
428370,99999,MAHUVA,IN,,,+21.083,+071.783,+0009.0,20010711,20250824,42837099999,21.083,71.783,9.0,True,MAHUVA,False,10:35,development,727,True,715,True,724,True,694,True
428380,99999,BHAUNAGAR,IN,,,+21.750,+072.200,+0005.0,19730102,20250824,42838099999,21.75,72.2,5.0,True,BHAUNAGAR,False,10:36,development,1460,True,1434,True,1453,True,1441,True
428400,99999,SURAT,IN,,,+21.200,+072.833,+0012.0,19440101,20250824,42840099999,21.2,72.833,12.0,True,SURAT,False,10:36,development,2911,True,2874,True,2902,True,2880,True
428410,99999,BROACH,IN,,,+21.733,+073.000,+0017.0,20011001,20240101,42841099999,21.733,73.0,17.0,True,BROACH,False,10:36,development,0,False,0,False,0,False,0,False
428460,99999,NANDURBAR,IN,,,+21.333,+074.250,+0206.0,20160321,20250824,42846099999,21.333,74.25,206.0,True,NANDURBAR,False,10:37,spatial_holdout,0,False,0,False,0,False,60,True
428490,99999,KHARGONE,IN,,,+21.817,+075.617,+0251.0,20090205,20250824,42849099999,21.817,75.617,251.0,True,KHARGONE,False,10:37,spatial_holdout,717,True,695,True,724,True,717,True
428510,99999,JALGAON,IN,,,+21.050,+075.567,+0201.0,19440101,20250824,42851099999,21.05,75.567,201.0,True,JALGAON,False,10:37,spatial_holdout,718,True,696,True,701,True,694,True
428550,99999,KHANDWA,IN,,VAKD,+21.833,+076.367,+0318.0,19440101,20250824,42855099999,21.833,76.367,318.0,True,KHANDWA,False,10:38,development,727,True,706,True,727,True,721,True
428600,99999,BETUL,IN,,,+21.867,+077.933,+0653.0,19730101,20250824,42860099999,21.867,77.933,653.0,True,BETUL,False,10:38,development,729,True,719,True,729,True,720,True
428660,99999,NAGPUR (MAYO HOSPITAL),IN,,,+21.150,+079.117,+0311.0,19860516,20250405,42866099999,21.15,79.117,311.0,True,NAGPUR (MAYO HOSPITAL),False,10:39,development,2,True,0,False,0,False,0,False
428670,99999,DR BABA SAHEB AMBEDKAR INTL,IN,,VANP,+21.092,+079.047,+0314.9,19440101,20250824,42867099999,21.092,79.047,314.9,True,DR BABA SAHEB AMBEDKAR INTL,False,10:39,development,14833,True,14974,True,19428,True,20084,True
428710,99999,GONDIA ARPT/BIRSI,IN,,VAGD,+21.524,+080.288,+0300.8,19730101,20250824,42871099999,21.524,80.288,300.8,True,GONDIA ARPT/BIRSI,False,10:40,development,1428,True,1436,True,1450,True,1863,True
428720,99999,MANA,IN,,,+21.233,+081.650,+0313.0,20151207,20250824,42872099999,21.233,81.65,313.0,True,MANA,False,10:40,development,730,True,719,True,729,True,718,True
428740,99999,PBO RAIPUR,IN,,,+21.233,+081.650,+0298.0,19960701,20250824,42874099999,21.233,81.65,298.0,True,PBO RAIPUR,False,10:40,development,2911,True,2886,True,2902,True,2878,True
428750,99999,SWAMI VIVEKANANDA,IN,,VERP,+21.183,+081.733,+0317.6,19440101,20250824,42875099999,21.183,81.733,317.6,True,SWAMI VIVEKANANDA,False,10:40,development,4621,True,7256,True,11833,True,11861,True
428760,99999,DURG,IN,,,+21.183,+081.283,+0293.0,20020315,20250824,42876099999,21.183,81.283,293.0,True,DURG,False,10:40,development,631,True,698,True,714,True,710,True
428830,99999,SAMBALPUR,IN,,,+21.467,+083.967,+0148.0,19440101,20250824,42883099999,21.467,83.967,148.0,True,SAMBALPUR,False,10:41,development,1755,True,1435,True,1450,True,1441,True
428840,99999,RAIGARH,IN,,,+21.883,+083.383,+0220.0,19990612,20070520,42884099999,21.883,83.383,220.0,True,RAIGARH,False,10:41,development,0,False,0,False,0,False,0,False
428860,99999,JHARSUGUDA / VEER SURENDRA SAI,IN,,VEJH,+21.914,+084.050,+0228.9,19570102,20250824,42886099999,21.914,84.05,228.9,True,JHARSUGUDA / VEER SURENDRA SAI,False,10:42,development,11572,True,11642,True,10212,True,10987,True
428910,99999,KEONGJHARGARH,IN,,,+21.617,+085.517,+0463.0,20010917,20250824,42891099999,21.617,85.517,463.0,True,KEONGJHARGARH,False,10:42,development,1456,True,1448,True,1455,True,1443,True
428940,99999,BARIPADA,IN,,,+21.933,+086.767,+0054.0,20090205,20250824,42894099999,21.933,86.767,54.0,True,BARIPADA,False,10:43,development,672,True,687,True,626,True,578,True
428950,99999,BALASORE,IN,,,+21.517,+086.933,+0020.0,19440101,20250824,42895099999,21.517,86.933,20.0,True,BALASORE,False,10:43,development,2915,True,2884,True,2896,True,2872,True
429000,99999,CONTAI,IN,,,+21.783,+087.750,+0011.0,20020314,20250824,42900099999,21.783,87.75,11.0,True,CONTAI,False,10:43,development,584,True,695,True,723,True,706,True
429010,99999,DIGHA,IN,,,+21.617,+087.500,+0006.0,20090204,20250824,42901099999,21.617,87.5,6.0,True,DIGHA,False,10:43,development,2898,True,2872,True,2904,True,2879,True
429030,99999,SAGAR ISLAND,IN,,,+21.650,+088.050,+0003.0,19440101,20250824,42903099999,21.65,88.05,3.0,True,SAGAR ISLAND,False,10:44,spatial_holdout,58,True,118,True,114,True,204,True
429090,99999,VERAVAL,IN,,,+20.900,+070.367,+0008.0,19440101,20250824,42909099999,20.9,70.367,8.0,True,VERAVAL,False,10:35,development,2914,True,2872,True,2903,True,2883,True
429140,99999,DIU APRT,IN,,VADU,+20.715,+070.922,+0009.1,20151207,20250824,42914099999,20.715,70.922,9.1,True,DIU APRT,False,10:35,development,799,True,1706,True,2491,True,3451,True
429150,99999,BULSAR,IN,,,+20.617,+072.933,+0015.0,20090205,20240918,42915099999,20.617,72.933,15.0,True,BULSAR,False,10:36,development,260,True,711,True,714,True,619,True
429160,99999,DAMAN,IN,,,+20.417,+072.850,+0012.0,19780110,20250824,42916099999,20.417,72.85,12.0,True,DAMAN,False,10:36,development,0,False,337,True,701,True,687,True
429200,99999,OZAR AIR FORCE STATION /NASHIK ARPT,IN,,VAOZ,+20.119,+073.914,+0598.0,19890430,20250824,42920099999,20.119,73.914,598.0,True,OZAR AIR FORCE STATION /NASHIK ARPT,False,10:36,development,7855,True,7576,True,8055,True,3622,True
429210,99999,NASIK CITY,IN,,,+19.967,+073.817,+0598.0,20060202,20250824,42921099999,19.967,73.817,598.0,True,NASIK CITY,False,9:36,spatial_holdout,2868,True,2865,True,2862,True,2815,True
429250,99999,MALEGAON,IN,,,+20.550,+074.533,+0437.0,19440101,20250824,42925099999,20.55,74.533,437.0,True,MALEGAON,False,10:37,spatial_holdout,705,True,666,True,284,True,178,True
429310,99999,BULDANA,IN,,,+20.533,+076.233,+0650.0,19730101,20250824,42931099999,20.533,76.233,650.0,True,BULDANA,False,10:38,development,1381,True,1373,True,1213,True,1376,True
429330,99999,AKOLA,IN,,,+20.700,+077.033,+0282.0,19440101,20250824,42933099999,20.7,77.033,282.0,True,AKOLA,False,10:38,development,2913,True,2862,True,2902,True,2874,True
429340,99999,AKOLA,IN,,VAAK,+20.699,+077.059,+0304.5,19730101,20241109,42934099999,20.699,77.059,304.5,True,AKOLA,False,10:38,development,0,False,0,False,0,False,0,False
429350,99999,WASHIM,IN,,,+20.117,+077.117,+0565.0,20090205,20250824,42935099999,20.117,77.117,565.0,True,WASHIM,False,10:38,development,587,True,423,True,526,True,612,True
429370,99999,AMRAOTI,IN,,,+20.933,+077.783,+0370.0,19440101,20250824,42937099999,20.933,77.783,370.0,True,AMRAOTI,False,10:38,development,1329,True,1307,True,1198,True,1350,True
429390,99999,WARDHA,IN,,,+20.667,+078.583,+0283.0,20070520,20250824,42939099999,20.667,78.583,283.0,True,WARDHA,False,10:39,development,1384,True,1375,True,1237,True,1391,True
429430,99999,YEOTMAL,IN,,,+20.400,+078.150,+0451.0,19730101,20250824,42943099999,20.4,78.15,451.0,True,YEOTMAL,False,10:39,development,36,True,1,True,55,True,687,True
429460,99999,BRAMHAPURI,IN,,,+20.600,+079.850,+0229.0,19831018,20250824,42946099999,20.6,79.85,229.0,True,BRAMHAPURI,False,10:39,development,292,True,223,True,1092,True,1346,True
429480,99999,RAJNANDGAON,IN,,,+21.100,+081.033,+0329.0,20151208,20250824,42948099999,21.1,81.033,329.0,True,RAJNANDGAON,False,10:40,development,621,True,614,True,524,True,635,True
429530,99999,KANKER,IN,,,+20.267,+081.483,+0402.0,19440101,20191202,42953099999,20.267,81.483,402.0,True,KANKER,False,10:40,development,0,False,0,False,0,False,0,False
429610,99999,TITLAGARH,IN,,,+20.300,+083.300,+0211.0,19730101,20250824,42961099999,20.3,83.3,211.0,True,TITLAGARH,False,10:41,development,173,True,634,True,453,True,441,True
429630,99999,BOLANGIR,IN,,,+20.700,+083.500,+0190.0,20020418,20220614,42963099999,20.7,83.5,190.0,True,BOLANGIR,False,10:41,development,2,True,37,True,3,True,0,False
429660,99999,PHULBANI,IN,,,+20.483,+084.267,+0489.0,20010707,20250813,42966099999,20.483,84.267,489.0,True,PHULBANI,False,10:42,development,0,False,2,True,0,False,0,False
429690,99999,ANGUL,IN,,,+20.833,+085.100,+0139.0,19730101,20250824,42969099999,20.833,85.1,139.0,True,ANGUL,False,10:42,development,705,True,702,True,637,True,643,True
429700,99999,CUTTACK,IN,,,+20.467,+085.933,+0027.0,19440101,20250824,42970099999,20.467,85.933,27.0,True,CUTTACK,False,10:42,development,688,True,688,True,649,True,618,True
429710,99999,BHUBANESHWAR / BIJU PATNAIK INTL,IN,,VEBS,+20.244,+085.818,+0042.1,19570102,20250824,42971099999,20.244,85.818,42.1,True,BHUBANESHWAR / BIJU PATNAIK INTL,False,10:42,development,17994,True,19513,True,19941,True,19605,True
429730,99999,CHANDBALI,IN,,,+20.783,+086.733,+0006.0,19440101,20250824,42973099999,20.783,86.733,6.0,True,CHANDBALI,False,10:43,development,2905,True,2862,True,2888,True,2869,True
429760,99999,PARADIP (C.W.R.),IN,,,+20.300,+086.683,+0008.0,20020521,20250824,42976099999,20.3,86.683,8.0,True,PARADIP (C.W.R.),False,10:43,development,2023,True,2179,True,2174,True,2167,True
429770,99999,SANDHEADS,IN,,,+20.850,+088.250,+0010.0,19440101,19971231,42977099999,20.85,88.25,10.0,True,SANDHEADS,False,10:44,spatial_holdout,0,False,0,False,0,False,0,False
429980,99999,BOGUS INDIAN,IN,,,,,,19840503,20040613,42998099999,,,,False,BOGUS INDIAN,False,<NA>:<NA>,spatial_holdout,0,False,0,False,0,False,0,False
430010,99999,DAHANU,IN,,,+19.967,+072.717,+0005.0,19440101,20250824,43001099999,19.967,72.717,5.0,True,DAHANU,False,9:36,spatial_holdout,1802,True,1799,True,1798,True,1711,True
430020,99999,BOMBAY / JUHU,IN,,,+19.117,+072.833,+0003.0,20161012,20161012,43002099999,19.117,72.833,3.0,True,BOMBAY / JUHU,False,9:36,spatial_holdout,0,False,0,False,0,False,0,False
430030,99999,CHHATRAPATI SHIVAJI MAHARAJ INTL,IN,,VABB,+19.089,+072.868,+0011.3,19440101,20250824,43003099999,19.089,72.868,11.3,True,CHHATRAPATI SHIVAJI MAHARAJ INTL,False,9:36,spatial_holdout,20364,True,20121,True,20289,True,19987,True
430050,99999,T B I A,IN,,,+19.150,+072.000,+0012.0,20170418,20250824,43005099999,19.15,72.0,12.0,True,T B I A,False,9:36,spatial_holdout,1139,True,1180,True,729,True,786,True
430090,99999,AHMADNAGAR,IN,,,+19.083,+074.800,+0657.0,19440101,20250824,43009099999,19.083,74.8,657.0,True,AHMADNAGAR,False,9:37,development,127,True,163,True,280,True,164,True
430110,99999,BIR,IN,,,+19.000,+075.717,+0519.0,20020317,20250824,43011099999,19.0,75.717,519.0,True,BIR,False,9:37,development,379,True,290,True,69,True,522,True
430120,99999,JALNA,IN,,,+19.833,+075.800,+0538.0,20151208,20230617,43012099999,19.833,75.8,538.0,True,JALNA,False,9:37,development,580,True,185,True,0,False,26,True
430130,99999,AURANGABAD,IN,,,+19.883,+075.333,+0579.0,19440101,20230422,43013099999,19.883,75.333,579.0,True,AURANGABAD,False,9:37,development,0,False,0,False,0,False,2,True
430140,99999,AURANGABAD,IN,,VAAU,+19.863,+075.398,+0582.5,19730101,20250824,43014099999,19.863,75.398,582.5,True,AURANGABAD,False,9:37,development,5908,True,5517,True,8204,True,5050,True
430170,99999,PARBHANI,IN,,,+19.133,+076.833,+0422.0,19440101,20250824,43017099999,19.133,76.833,422.0,True,PARBHANI,False,9:38,development,1068,True,1056,True,1071,True,1042,True
430190,99999,PUSAD,IN,,,+19.917,+077.583,+0332.0,19831018,20230225,43019099999,19.917,77.583,332.0,True,PUSAD,False,9:38,development,0,False,1,True,1,True,1,True
430210,99999,NANDED,IN,,,+19.083,+077.333,+0358.0,20151207,20250824,43021099999,19.083,77.333,358.0,True,NANDED,True,9:38,development,2666,True,2443,True,2407,True,3220,True
430220,99999,PRIYADARSHINI,IN,,,+19.750,+078.033,+0457.0,20081111,20081111,43022099999,19.75,78.033,457.0,True,PRIYADARSHINI,False,9:39,development,0,False,0,False,0,False,0,False
430250,99999,ADILABAD,IN,,,+19.650,+078.533,+0269.0,19851202,20250824,43025099999,19.65,78.533,269.0,True,ADILABAD,False,9:39,development,706,True,706,True,705,True,683,True
430290,99999,CHANDRAPUR,IN,,,+19.967,+079.300,+0193.0,19440101,20250824,43029099999,19.967,79.3,193.0,True,CHANDRAPUR,False,9:39,development,1222,True,1231,True,999,True,1318,True
430410,99999,JAGDALPUR,IN,,,+19.083,+082.033,+0553.0,19440101,20250824,43041099999,19.083,82.033,553.0,True,JAGDALPUR,False,9:41,development,2915,True,4961,True,8241,True,8564,True
430420,99999,BHAWANIPATNA,IN,,,+19.917,+083.183,+0261.0,19810103,20250824,43042099999,19.917,83.183,261.0,True,BHAWANIPATNA,False,9:41,development,692,True,699,True,639,True,640,True
430490,99999,GOPALPUR,IN,,,+19.267,+084.883,+0017.0,19440101,20250824,43049099999,19.267,84.883,17.0,True,GOPALPUR,False,9:42,development,2915,True,2884,True,2899,True,2875,True
430530,99999,PURI,IN,,,+19.800,+085.817,+0006.0,19730101,20250824,43053099999,19.8,85.817,6.0,True,PURI,False,9:42,development,2907,True,2870,True,2887,True,2875,True
430570,99999,BOMBAY / COLABA,IN,,,+18.900,+072.817,+0011.0,20041228,20250824,43057099999,18.9,72.817,11.0,True,BOMBAY / COLABA,False,9:36,spatial_holdout,793,True,889,True,945,True,899,True
430580,99999,ALIBAG,IN,,,+18.633,+072.867,+0007.0,20020509,20250822,43058099999,18.633,72.867,7.0,True,ALIBAG,False,9:36,spatial_holdout,520,True,546,True,455,True,455,True
430600,99999,MATHERAN,IN,,,+18.983,+073.283,+0695.0,20170604,20250824,43060099999,18.983,73.283,695.0,True,MATHERAN,False,9:36,spatial_holdout,672,True,680,True,701,True,691,True
430610,99999,KHANDALA,IN,,,+18.767,+073.367,+0539.0,19440507,20070522,43061099999,18.767,73.367,539.0,True,KHANDALA,False,9:36,spatial_holdout,0,False,0,False,0,False,0,False
430620,99999,BHIRA,IN,,,+18.450,+073.400,+0096.0,20070520,20190919,43062099999,18.45,73.4,96.0,True,BHIRA,False,9:36,spatial_holdout,0,False,0,False,0,False,0,False
430630,99999,PUNE,IN,,,+18.533,+073.850,+0558.0,19440101,20250824,43063099999,18.533,73.85,558.0,True,PUNE,False,9:36,spatial_holdout,2898,True,2881,True,2900,True,2879,True
430640,99999,PUNE / LOHOGAON AERODROME,IN,,,+18.583,+073.917,+0589.0,19880501,20160618,43064099999,18.583,73.917,589.0,True,PUNE / LOHOGAON AERODROME,False,9:36,spatial_holdout,0,False,0,False,0,False,0,False
430670,99999,PASHAN CTI,IN,,,+18.533,+073.850,+0560.0,20180724,20250823,43067099999,18.533,73.85,560.0,True,PASHAN CTI,False,9:36,spatial_holdout,0,False,0,False,0,False,9,True
430690,99999,BARAMATI,IN,,,+18.150,+074.583,+0551.0,19840213,20250824,43069099999,18.15,74.583,551.0,True,BARAMATI,False,9:37,development,612,True,516,True,573,True,583,True
430710,99999,JEUR,IN,,,+18.200,+075.200,+0521.0,20151208,20250824,43071099999,18.2,75.2,521.0,True,JEUR,False,9:37,development,185,True,137,True,459,True,470,True
430760,99999,UDGIR,IN,,,+18.067,+077.117,+0639.0,20151208,20250824,43076099999,18.067,77.117,639.0,True,UDGIR,False,9:38,development,70,True,1,True,442,True,697,True
430810,99999,NIZAMABAD,IN,,,+18.667,+078.100,+0381.0,19440101,20250824,43081099999,18.667,78.1,381.0,True,NIZAMABAD,False,9:39,development,2433,True,2866,True,2860,True,2775,True
430830,99999,MEDAK,IN,,,+18.050,+078.267,+0472.0,19870905,20250824,43083099999,18.05,78.267,472.0,True,MEDAK,False,9:39,development,706,True,707,True,703,True,681,True
430860,99999,RAMGUNDAM,IN,,,+18.767,+079.433,+0156.0,19730101,20250824,43086099999,18.767,79.433,156.0,True,RAMGUNDAM,True,9:39,development,2907,True,2864,True,2880,True,2852,True
430870,99999,HANAMKONDA,IN,,,+18.017,+079.567,+0269.0,19440101,20250824,43087099999,18.017,79.567,269.0,True,HANAMKONDA,False,9:39,development,680,True,711,True,708,True,695,True
430890,99999,SIRONCHA,IN,,,+18.850,+079.967,+0123.0,20010812,20021015,43089099999,18.85,79.967,123.0,True,SIRONCHA,False,9:39,development,0,False,0,False,0,False,0,False
430930,99999,BAILADILA,IN,,,+18.583,+081.233,+1144.0,19890521,20250212,43093099999,18.583,81.233,1144.0,True,BAILADILA,False,9:40,development,1,True,1,True,1,True,0,False
430970,99999,KORAPUT,IN,,,+18.817,+082.717,+0913.0,19730113,20250824,43097099999,18.817,82.717,913.0,True,KORAPUT,False,9:41,development,703,True,698,True,625,True,639,True
431050,99999,KALINGAPATAM,IN,,,+18.333,+084.133,+0006.0,19440101,20250824,43105099999,18.333,84.133,6.0,True,KALINGAPATAM,False,9:42,development,2907,True,2878,True,2855,True,2773,True
431090,99999,HARNAI,IN,,,+17.817,+073.100,+0020.0,19440101,20250824,43109099999,17.817,73.1,20.0,True,HARNAI,False,8:36,spatial_holdout,1390,True,1359,True,1375,True,1360,True
431100,99999,RATNAGIRI,IN,,,+16.983,+073.333,+0067.0,19440101,20250824,43110099999,16.983,73.333,67.0,True,RATNAGIRI,False,8:36,spatial_holdout,2890,True,2865,True,2884,True,2827,True
431110,99999,MAHABALESHWAR,IN,,,+17.933,+073.667,+1382.0,19440101,20250824,43111099999,17.933,73.667,1382.0,True,MAHABALESHWAR,False,8:36,spatial_holdout,1438,True,1429,True,1450,True,1418,True
431130,99999,SATARA,IN,,,+17.517,+074.050,+0612.0,20020727,20250824,43113099999,17.517,74.05,612.0,True,SATARA,False,8:37,development,680,True,709,True,723,True,720,True
431170,99999,SOLAPUR,IN,,VASL,+17.628,+075.935,+0482.8,19440101,20250824,43117099999,17.628,75.935,482.8,True,SOLAPUR,False,8:37,development,2874,True,2828,True,2867,True,2728,True
431210,99999,GULBARGA,IN,,,+17.350,+076.850,+0458.0,19440101,20250824,43121099999,17.35,76.85,458.0,True,GULBARGA,False,8:38,development,291,True,455,True,2814,True,1445,True
431250,99999,BIDAR,IN,,VOBR,+17.917,+077.533,+0663.0,19440701,20250824,43125099999,17.917,77.533,663.0,True,BIDAR,False,8:38,development,201,True,462,True,420,True,454,True
431280,99999,BEGUMPET AIRPORT / HYDERABAD INTL,IN,,VOHY,+17.452,+078.461,+0531.0,19440101,20250824,43128099999,17.452,78.461,531.0,True,BEGUMPET AIRPORT / HYDERABAD INTL,True,8:39,spatial_holdout,12538,True,12813,True,13770,True,13139,True
431285,99999,HYDERABAD INTL AIRPORT / RAJIV GANDHI INTL,IN,,VOHS,+17.233,+078.417,+0617.0,20080721,20250824,43128599999,17.233,78.417,617.0,True,HYDERABAD INTL AIRPORT / RAJIV GANDHI INTL,True,8:39,spatial_holdout,15851,True,16940,True,17119,True,16363,True
431300,99999,HAKIMPET,IN,,,+17.550,+078.517,+0613.0,19890731,19890731,43130099999,17.55,78.517,613.0,True,HAKIMPET,False,8:39,spatial_holdout,0,False,0,False,0,False,0,False
431330,99999,NALGONDA,IN,,,+17.000,+079.250,+0227.0,19771019,20250824,43133099999,17.0,79.25,227.0,True,NALGONDA,False,8:39,spatial_holdout,347,True,636,True,700,True,684,True
431360,99999,BHADRACHALAM,IN,,,+17.667,+080.883,+0054.0,19730104,20250824,43136099999,17.667,80.883,54.0,True,BHADRACHALAM,False,8:40,development,712,True,315,True,267,True,407,True
431370,99999,KHAMMAM,IN,,,+17.250,+080.150,+0112.0,19440101,20250824,43137099999,17.25,80.15,112.0,True,KHAMMAM,False,8:40,development,72,True,72,True,711,True,684,True
431470,99999,TUNI,IN,,,+17.350,+082.550,+0035.0,20090204,20250824,43147099999,17.35,82.55,35.0,True,TUNI,False,8:41,spatial_holdout,2845,True,2787,True,2141,True,2752,True
431490,99999,VISHAKHAPATNAM CTLZ,IN,,VOVZ,+17.717,+083.217,+0004.6,19540101,20250824,43149099999,17.717,83.217,4.6,True,VISHAKHAPATNAM CTLZ,False,8:41,spatial_holdout,17032,True,18222,True,19114,True,16636,True
431500,99999,CWC VISHAKHAPATNAM/WALTAIR,IN,,,+17.700,+083.300,+0066.0,19440101,20250824,43150099999,17.7,83.3,66.0,True,CWC VISHAKHAPATNAM/WALTAIR,False,8:41,spatial_holdout,225,True,372,True,2885,True,2847,True
431530,99999,DEVGARH,IN,,,+16.383,+073.350,+0036.0,19460801,19860725,43153099999,16.383,73.35,36.0,True,DEVGARH,False,8:36,spatial_holdout,0,False,0,False,0,False,0,False
431570,99999,KOLHAPUR,IN,,VAKP,+16.665,+074.289,+0608.4,19730101,20250824,43157099999,16.665,74.289,608.4,True,KOLHAPUR,False,8:37,development,4488,True,6124,True,6313,True,7510,True
431580,99999,SANGLI,IN,,,+16.850,+074.600,+0549.0,19750906,20250824,43158099999,16.85,74.6,549.0,True,SANGLI,False,8:37,development,333,True,362,True,1414,True,1180,True
431600,99999,BAGALKOTE,IN,,,+16.700,+075.750,+0524.0,19440101,20231009,43160099999,16.7,75.75,524.0,True,BAGALKOTE,False,8:37,development,0,False,355,True,381,True,259,True
431610,99999,BIJAPUR,IN,,,+16.817,+075.717,+0594.0,19440101,20250824,43161099999,16.817,75.717,594.0,True,BIJAPUR,False,8:37,development,286,True,485,True,423,True,444,True
431680,99999,MAHABUBNAGAR,IN,,,+16.750,+078.000,+0505.0,20090205,20250824,43168099999,16.75,78.0,505.0,True,MAHABUBNAGAR,False,8:39,spatial_holdout,55,True,49,True,246,True,398,True
431690,99999,RAICHUR,IN,,,+16.200,+077.350,+0400.0,19440101,20250824,43169099999,16.2,77.35,400.0,True,RAICHUR,False,8:38,development,101,True,233,True,422,True,439,True
431770,99999,RENTACHINTALA,IN,,,+16.550,+079.550,+0106.0,19440101,20250823,43177099999,16.55,79.55,106.0,True,RENTACHINTALA,False,8:39,spatial_holdout,158,True,124,True,718,True,705,True
431800,99999,VIJAYAWADA,IN,,,+16.517,+080.617,+0020.0,20010823,20021025,43180099999,16.517,80.617,20.0,True,VIJAYAWADA,False,8:40,development,0,False,0,False,0,False,0,False
431810,99999,VIJAYAWADA,IN,,VOBZ,+16.530,+080.797,+0025.0,19730103,20250824,43181099999,16.53,80.797,25.0,True,VIJAYAWADA,True,8:40,development,13314,True,14620,True,14774,True,14029,True
431820,99999,NANDIGAMA,IN,,,+16.783,+080.283,+0051.0,20090205,20250824,43182099999,16.783,80.283,51.0,True,NANDIGAMA,False,8:40,development,705,True,714,True,710,True,716,True
431840,99999,NIDADAVOLE,IN,,,+16.833,+081.583,+0013.0,20011125,20250413,43184099999,16.833,81.583,13.0,True,NIDADAVOLE,False,8:40,development,0,False,0,False,0,False,0,False
431850,99999,MACHILIPATNAM/FRANCHPET,IN,,,+16.200,+081.150,+0003.0,19540101,20250824,43185099999,16.2,81.15,3.0,True,MACHILIPATNAM/FRANCHPET,False,8:40,development,2832,True,2827,True,2887,True,2859,True
431870,99999,NARSAPUR,IN,,,+16.433,+081.700,+0004.0,20040528,20250824,43187099999,16.433,81.7,4.0,True,NARSAPUR,False,8:40,development,2511,True,2750,True,2851,True,2774,True
431890,99999,KAKINADA,IN,,,+16.950,+082.233,+0008.0,19440101,20250824,43189099999,16.95,82.233,8.0,True,KAKINADA,False,8:41,spatial_holdout,2906,True,2879,True,2880,True,2869,True
431920,99999,GOA/PANJIM,IN,,,+15.483,+073.817,+0058.4,19730101,20250824,43192099999,15.483,73.817,58.4,True,GOA/PANJIM,False,7:36,development,2903,True,2881,True,2899,True,1614,True
431930,99999,VENGURLA,IN,,,+15.867,+073.633,+0016.0,19561031,20241230,43193099999,15.867,73.633,16.0,True,VENGURLA,False,7:36,development,612,True,397,True,174,True,0,False
431940,99999,GOA INTL,IN,,VOGO,+15.381,+073.831,+0056.1,19730101,20250824,43194099999,15.381,73.831,56.1,True,GOA INTL,False,7:36,development,6967,True,7150,True,7350,True,7237,True
431960,99999,MORMUGAO,IN,,,+15.417,+073.783,+0062.0,19440101,20250823,43196099999,15.417,73.783,62.0,True,MORMUGAO,False,7:36,development,711,True,714,True,723,True,576,True
431970,99999,BELGAUM,IN,,,+15.850,+074.533,+0753.0,19440101,20250625,43197099999,15.85,74.533,753.0,True,BELGAUM,False,7:37,development,675,True,591,True,404,True,374,True
